71,Riset
72,Survey
73,Kajian
74,Kerjasama Penelitian Dengan Perguruan Tinggi
75,Kementerian Lainnya
76,Non Kementerian
77,Provinsi
78,Kabupaten/Kota
79,Kecamatan /Desa
80,KONFERENSI / RAPAT / SEMINAR
81,Gubernur
82,Bupati / Walikota
83,"Komponen, Eselon Lainnya"
84,Instansi Lainnya
85,Internasional Di Dalam Negeri
86,Internasional Di Luar Negeri
87,-
88,-
89,-
90,PERJALANAN DINAS
91,Perjalanan Presiden/Wakil Presiden Ke Daerah
92,Perjalanan Menteri Ke Daerah
93,Perjalanan Pejabat Tinggi (Pejabat Eselon 1)
94,Perjalanan Pegawai Termasuk Pemanggilan Pegawai
95,Perjalanan Tamu Asing Ke Daerah
96,Perjalanan Presiden/Wakil Presiden Ke Luar Negeri
97,Perjalanan Menteri Ke Luar Negeri
98,Perjalanan Pejabat Tinggi Ke Luar Negeri
99,Perjalanan Pegawai ke Luar Negeri
100,PEMERINTAHAN 
101,"Meliputi: Tata Praja, Legislatif, Yudikatif, Hubungan luar negeri"
102,GDN
103,-
104,-
105,-
110,PEMERINTAHAN PUSAT
111,Presiden
,"Meliputi: pencalonan, pengangkatan, pelantikan, sumpah, dan serah jabatan"
       .1,Pertanggung jawaban presiden kpd MPR
.2,Amanat Presiden/Amanat Kenegaraan/Pidato
112,Wakil Presiden
       ,"Meliputi: pencalonan, pengangkatan, pelantikan, sumpah, dan serah jabatan"
.1,Pertanggung jawaban wakil presiden kepada MPR
.2,Amanat Wakil Presiden/Amanat Kenegaraan/Pidato
113,Susunan Kabinet
       .1,Reshuffle
.2,Penunjukan Menteri ad interim
.3,Sidang Kabinet
114,Kementerian Dalam Negeri
       .1,Amanat Menteri Dalam Negeri/Sambutan
115,Kementerian lainnya
116,Lembaga Tinggi Negara
117,Lembaga Non Kementerian
118,Otonomi/Desentralisasi/Dekonsentrasi
119,Kerjasama Antar Kementerian
120,PEMERINTAH PROVINSI
4,Laporan daerah
.042,Monografi tambahkan kode wilayah
.1,Koordinasi
.2,Instansi Tingkat Provinsi
       .21,Dinas Otonomi
       .22,Instansi Vertikal
      .23,Kerjasama antar Provinsi/Daerah
121,"Gubernur tambahkan kode wilayah, meliputi: Pencalonan, "
,"Pengangkatan, Meninggal, Pelantikan, Pemberhentian, Serah Terima Jabatan dan sebagainya."
122,"Wakil Gubernur meliputi:  tambahkan kode wilayah pencalonan, "
,"Pengangkatan, Meninggal, Pelantikan, Pemberhentian, Serah Terima Jabatan  dan sebagainya."
123,"Sekretaris Wilayah tambahkan kode wilayah, meliputi: Pencalonan, "
,"Pengangkatan, Meninggal, Pelantikan, Pemberhentian, Serah Terima Jabatan dan sebagainya."
124,Pembentukan/Pemekaran Wilayah 
                                                   .1," Pembinaan/Perubahan Nama kepada: Daerah, Kota,Benda Geografis, Gunung, Sungai, Pulau, Selat, Batas laut, dan sebagainya"
.2,Pemekaran  Wilayah
.3,Forum Koordinasi lainnya
125,Pembentukan Pemekaran Wilayah
,"Pembinaan/Perubahan Nama Kepada: Daerah, Kota, Benda Geografis, Gunung, Sungai, Pulau, Selat, Batas Laut, dan sebagainya."
          .2                                    ,Pembentukan Wialayah
                     .3,Pemindahan Ibukota
                     .4,Perubahan batas Wilayah
                     .5,Pemekaran Wialayah
126,Pembagian Wilayah
127,Penyerahan Urusan
128, Swaparaja/Penataan Wilayah/Daerah
129,-
130,PEMERINTAH KABUPATEN / KOTA
131,"Bupati /Walikota, Tambahkan Kode Wilayah, Meliputi: Pencalonan,Pengangkatan, Meninggal, Pelantikan, Pemberhentian, Serah Terima Jabatan, dsb"
,Sambutan / Pengarahan / Amanat
132,"Wakil Bupati /Walikota, Tambahkan Kode Wilayah, Meliputi: Pencalonan, Pengangkatan, Meninggal, Pelantikan, Pemberhentian, Serah Terima Jabatan,"
133,"Sekretaris Daerah Kabupaten/Kota, Tambahkan Kode Wilayah, Meliputi: Pencalonan, Pengangkatan, Meninggal, Pelantikan, Pemberhentian, Serah Terima Jabatan,."
134,Forum Koordinasi Pemerintah Di Daerah
.1,Muspida
.2,Forum PAN (Panitian Anggaran Nasional)
.3,Forum Koordinasi Lainnya
.4,Kerjasama antar Kabupaten/Kota
135,Pembentukan / Pemekaran Wilayah
.1,Pemindahan Ibukota
.2,Pembentukan Wilayah Pembantu Bupati/Walikota
.3,Pemabagian Wilayah Kabupaten/Kota
.4,Perubahan Batas Wilayah
.5,Pemekaran Wilayah
.6,Permasalahan Batas Wilayah
                 .7,Pembentukan Ibukota Kabupaten/Kota
.8,"Pemberian dan Penggantian Nama Kabupaten/Kota, Daerah, Jalan"
136,Pembagian Wilayah
137,Penyerahan Urusan
138,Pemerintah Wilayah Kecamatan
.1,Sambutan / Pengarahan / Amanat
.2,Pembentukan Kecamatan
.3,Pemekaran Kecamatan
.4,Perluasan/Perubahan Batas Wilayah Kecamatan
.5,Pembentukan Perwakilan Kecamatan/Kemantren
.6,-
.7,-
139,-
140,PEMERINTAHAN DESA / KELURAHAN
141,"Pamong Desa, Meliputi: Pencalonan, Pemilihan, Meninggal, Pengangkatan, Pemberhenian, dan sebagainya"
142,Penghasilan Pamong Desa
143,Kekayaan Desa
144,"Dewan Tingkat Desa, Dewan Marga, Rembug Desa"
145,Administrasi Desa
146,Kewilayahan
.1,Pembentukan Desa/Kelurahan
.2,Pemekaran Desa/Kelurahan
.3,Perubahan Batas Wilayah / Perluasan Desa / Kelurahan
.4,Perubahan Nama Desa / Kelurahan
.5,Kerjasama Antar Desa / Kelurahan
147,Lembaga-lembaga Tingkat Desa
,"Jangan Klasifikasikan Disini, Lihat 410 Dengan Perinciannya"
148,Perangkat Kelurahan
.1,Kepala Kelurahan
.2,Sekretaris Kelurahan
.3,Staf Kelurahan
149,Dewan Kelurahan
.1,Rukun Tetangga
.2,Rukun Warga
.3,Rukun Kampung
150,LEGISLATIF MPR / DPR / DPD
151,Keanggotaan MPR
.1,Pencalonan
.2,Pemberhentian
.3,Recall
.4,Pelanggaran
152,Persidangan
153,Kesejahteraan
.1,Keuangan
.2,Penghargaan
154,Hak
155,Keanggotaan DPR Pencalonan Pengangkatan
156,Persidangan Sidang Pleno Dengar Pendapat/Rapat Komisi Reses
157,Kesejahteraan
.1,Keuangan
.2,Penghargaan
158,Jawaban Pemerintah
159,Hak
160,DPRD PROVINSI TAMBAHKAN KODE WILAYAH
161,Keanggotaan 
.1,Pencalonan
.2,Pengangkatan
.3,Pemberhentian
.4,Recall
.5,Meninggal
.6,Pelanggaran
162,Persidangan
.1,Reses
163,Kesejahteraan
.1,Keuangan
.2,Penghargaan
164,Hak
165,Sekretaris DPRD Provinsi
166,-
167,-
168,-
170,DPRD KABUPATEN TAMBAHKAN KODE WILAYAH
171,Keanggotaan
.1,Pencalonan
.2,Pengangkatan
.3,Pemberhentian
.4,Recall
.5,Pelanggaran
172,Persidangan
173,Kesejahteraan
.1,Keuangan
.2,Penghargaan
174,Hak
175,Sekretaris DPRD Kabupaten/Kota
176,-
177,-
178,-
180,HUKUM
.1,Kontitusi
.11,Dasar Hukum
.12,Undang-Undang Dasar
.2,GBHN
.3,"Amnesti, Abolisi dan Grasi"
181,Perdata
.1,Tanah
.2,Rumah
.3,Utang/Piutang
.31,Gadai
.32,Hipotik
.4,Notariat
182,Pidana
.1 ,Penyidik Pegawai Negeri Sipil (PPNS)
183,Peradilan
,Peradilan Agama Islam 451.6
,Peradilan Perkara Tanah 593.71
.1,Bantuan Hukum
184,Hukum Internasional
185,Imigrasi
.1,Visa
.2,Pasport
.3,Exit
.4,Reentry
.5,Lintas Batas/Batas Antar Negara
186,Kepenjaraan
187,Kejaksaan
188,Peraturan Perundang-Undangan
.1,TAP MPR
.2,Undang-Undang Dasar
.3,Peraturan 
.31,Peraturan Pemerintah
.32,Peraturan Menteri
.33,Peraturan Lembaga Non Departemen
.34,Peraturan Daerah
.341,Peraturan Provinsi
.342,Peraturan Kabupaten/Kota
.4,Keputusan
.41,Presiden
.42,Menteri
.43,Lembaga Non Departemen
.44,Gubernur
.45,Bupati/Walikota
.5,Instruksi
.51,Presiden
.52,Menteri
.53,Lembaga Non Departemen
.54,Gubernur
.55,Bupati/Walikota
189,Hukum Adat
.1,Tokoh Adat/Masyarakat
190,HUBUNGAN LUAR NEGERI
191,Perwakilan Asing
192,Tamu Negara
193,Kerjasama Dengan Negara Asing
.1,Asean
.2,Bantuan Luar Negeri/Hibah
194,Perwakilan RI Di Luar Negeri/Hibah
195,PBB
196,Laporan Luar Negeri
197,Hutang Luar Negeri PHLN/LOAN
198,-
199,-
200,POLITIK
201,Kebijaksanaan umum
202,Orde baru
203,Reformasi
204,-
205,-
206,-
210,KEPARTAIAN
211,Lambang partai
212,Kartu tanda anggota
213,Bantuan keuangan parpol
214,-
215,-
216,-
220,ORGANISASI KEMASYARAKATAN
221,Berdasarkan perjuangan
.1,Perintis kemerdekaan
.2,angkatan 45
.3,Veteran
222,Berdasarkan Kekaryaan
.1,PEPABRI
.2,Wredatama
223,Berdasarkan kerohanian
224,Lembaga adat
225,Lembaga Swadaya Masyarakat
226,-
230,ORGANISASI PROFESI DAN FUNGSIONAL
231,Ikatan Dokter Indonesia
232,Persatuan Guru Republik Indonesia
233,PERSATUAN SARJANA HUKUM INDONESIA
234,Persatuan Advokat Indonesia
235,Lembaga Bantuan Hukum Indonesia
236,Korps Pegawai Republik Indonesia
237,Persatuan Wartawan Indonesia
238,Ikatan Cendikiawan Muslim Indonesia
239,Organisasi Profesi Dan Fungsional Lainnya
240,ORGANISASI PEMUDA
241,Komite Nasional Pemuda Indonesia
242,Organisasi Mahasiswa
243,Organisasi Pelajar
244,Gerakan Pemuda Ansor
245,Gerakan Pemuda Islam Indonesia
246,Gerakan Pemuda Marhaenis
247,-
248,-
250,"ORGANISASI BURUH, TANI, NELAYAN DAN ANGKUTAN"
251,Federasi Buruh Seluruh Indonesia
252,Organisasi Buruh Internasional
253,Himpunan Kerukunan Tani 
254,Himpunan Nelayan Seluruh Indonesia
255,Keluarga Sopir Proporsional Indonesia
256,-
257,-
258,-
260,ORGANISASI WANITA
261,Dharma Wanita
262,Persatuan Wanita Indonesia
263,Pemberdayaan Perempuan (wanita)
264,Kongres Wanita
265,-
266,-
267,-
268,-
269,-
270,PEMILIHAN UMUM
271,Pencalonan
272,Nomor Urut Partai / Tanda Gambar
273,Kampanye 
274,Petugas Pemilu
275,Pemilih / Daftar Pemilih
276,Sarana
.1,   TPS
.2,    Kendaraan 
.3,   Surat Suara
.4,Kotak Suara
.5,Dana
277,Pemungutan Suara / Perhitungan Suara
278,Penetapan Hasil Pemilu
279,Penetapan Perolehan Jumlah Kursi Dan Calon Terpilih
280,"Pengucapan Sumpah Janji MPR,DPR,DPD"
281,
282,-
283,-
284,-
300,KEAMANAN / KETERTIBAN
301,Keamanan
302,Ketertiban
303,-
310,PERTAHANAN
311,Darat 
312,Laut
313,Udara
314,Perbatasan
315,-
316,-
317,-
320,KEMILITERAN
321,Latihan Militer
322,Wajib Militer
323,Operasi Militer
324,Kekaryaan TNI Pejabat Sipil dari TNI
.1,TMD
325,- 
326,-
327,-
328,-
330,KEAMANAN
331,Kepolisian
.1,Polisi Pamong Praja
.2,Kamra
.3,Kamling
.4,Jaga Wana
332,Huru-Hara / Demonstrasi
333,Senjata Api Tajam
334,Bahan Peledak
335,Perjudian
336,Surat-Surat Kaleng
337,Pengaduan
338,Himbauan / Larangan
339,Teroris
340,PERTAHANAN SIPIL
341,Perlindungan Sipil
342,-
343,-
344,-
350,KEJAHATAN
351,Makar / Pemberontak
352,Pembunuhan
353,"Penganiayaan, Pencurian"
354,Subversi / Penyelundupan / Narkotika
355,Pemalsuan
356,Korupsi / Penyelewengan / Penyalahgunaan Jabatan / KKN
357,Pemerkosaan / Perbuatan Cabul
358,Kenakalan
359,Kejahatan Lainnya
360,BENCANA
361,Gunung Berapi / Gempa
362,Banjir / Tanah Longsor
363,Angin Topan
364,Kebakaran
.1,Pemadam Kebakaran
365,Kekeringan
366, Tsunami
367,-
368,-
370,KECELAKAAN / SAR
371,Darat
372,Udara
373,Laut
374,Sungai / Danau
375,-
376,-
377,-
380,-
381,-
382,-
383,-
390,-
391,-
392,-
393,-
400,KESEJAHTERAAN RAKYAT
401,Keluarga Miskin
402,PNPM Mandiri Pedesaan
403,-
404,-
410,PEMBANGUNAN DESA
411,Pembinaan Usaha Gotong Royong
   .1,Swadaya Gotong Royong
.11,Penataan Gotong Royong
.12,Gotong Royong Dinamis
.13,Gotong Royong Statis
.14,Pungutan
   .2,Lembaga Sosial Desa (LSD)
.21,Pembinaan 
.22,Klasifikasi
.23,Proyek
.24,Musyawarah
   .3,Latihan Kerja Masyarakat
.31,Kader Masyarakat
.32,Kuliah Kerja Nyata (KKN)
.33,Pusat Latihan
.34,Kursus-Kursus
.35,Kurikulum / Sylabus
.36,Ketrampilan
.37,Pramuka
   .4,Pembinaan Kesejahteraan Keluarga (PKK)
.41,Program
.42,Pembinaan Organisasi
.43,Kegiatan
   .5,Penyuluhan
.51,Publikasi
.52,Peragaan
.53,Sosio Drama
.54,Siaran Pedesaan
.55,Penyuluhan Lapangan
   .6,Kelembagaan Desa
.61,Kelompok Tani
.62,Rukun Tani
.63,Subak
.64,Dharma Tirta
412,Perekonomian Desa
   .1,Produksi Desa
.11,Pengolahan
.12,Pemasaran
   .2,Keuangan Desa
.21,Perkreditan Desa
.22,Inventarisasi Data
.23,Perkembangan / Pelaksanaan
.24,Bantuan / Stimulans
.25,Petunjuk / Pembinaan Pelaksanaan
  .3,Koperasi Desa
.31,Badan Usaha Unit Desa (BUUD)
.32,Koperasi Usaha Desa
  .4 ,Penataan Bantuan Pembangunan Desa
.41,Jumlah Desa Yang Diberi Bantuan
.42,Pengarahan
.43,Pusat 
.44,Daerah
  .5,Alokasi Bantuan Pembangunan Desa
.51,Pusat
.52,Daerah
  .6,Pelaksanaan Bantuan Pembangunan Desa
.61,Bantuan Langsung
.62,Bantuan Keserasian
.63,Bantuan Juara Lomba Desa
413,Prasarana Desa
1,Prasarana Desa
.11,Pembinaan
.12,Bimbingan Teknis
  .2,Pemukiman Kembali Penduduk
.21,Lokasi
.22,Diskusi
.23,Pelaksanaan
  .3,Masyarakat Pradesa
.31,Pembinaan
.32,Penyuluhan
.4,Pemugaran Perumahan Dan Lingkungan Desa
.41,Rumah Sehat
.42,Proyek Perintis
.43,Pelaksanaan
.44,Pengembangan
.45,Perbaikan Kampung
414,Pengembangan Desa
.1,Tingkat Perkembangan Desa
.11,Jumlah Desa 
.12,Pemekaran Desa
.13,Pembentukan Desa Baru
.14,Evaluasi
.15,Bagan
.2,Unit Desa Kerja Pembangunan (UDKP)
.21,Penyuluhan Program
.22,Lokasi UDKP
.23,Pelaksanaan
.24,Bimbingan/Pembinaan
.25,Evaluasi
.3,Tata Desa
.31,Inventarisasi 
.32,Penyusunan Pola Tata Desa
.33,Aplikasi Tata Desa
.34,Pemetaan
.35,Pedoman Pelaksanaan
.36,Evaluasi
.4,Perlombaan Desa
.41,Pedoman 
.42,Penilaian
.43,Kejuaraan
.44,Piagam
415,Koordinasi
.1,Sektor Khusus
.2,Rapat Koordinasi Horizontal (RKH)
.3,Tim Koordinasi Pusat (TKP)
.4,Kerjasama
.41,     Luar Negeri (UNICEF)
.42,Perguruan Tinggi
.43,Kementerian / Lembaga Non Kementerian
416,-
417,-
418,-
420,PENDIDIKAN
    .1,Pendidikan Khusus Klasifikasi Disini Pendidikan Putra/I Irja
421,Sekolah
   .1,Pra Sekolah
   .2,Sekolah Dasar
   .3,Sekolah Menengah
   .4,Sekolah Tinggi
   .5,Sekolah Kejuruan
   .6,"Kegiatan Sekolah, Dies Natalis Lustrum"
   .7,Kegiatan Pelajar
  .71,Reuni Darmawisata
 .72,Pelajar Teladan
 .73,Resimen Mahasiswa 
   .8,Sekolah Pendidikan Luar Biasa
   .9,Pendidikan Luar Sekolah / Pemberantasan Buta Huruf
422,Administrasi Sekolah
  .1,"Persyaratan Masuk Sekolah, Testing, Ujian, Pendaftaran, Mapras, Perpeloncoan"
  .2,Tahun Pelajaran 
  .3,Hari Libur
  .4,"Uang Sekolah, Klasifikasi Disini SPP"
  .5,Beasiswa
423,Metode Belajar
  .1,Kuliah
  .2,"Ceramah, Simposium"
  .3,Diskusi
  .4,"Kuliah Lapangan, Widyawisata, KKN, Studi Tur"
  .5,Kurikulum
  .6,Karya Tulis
  .7,Ujian
424,"Tenaga Pengajar, Guru, Dosen, Dekan, Rektor"
,Klasifikasi Disini: Guru Teladan
425,Sarana Pendidikan
  .1,Gedung
  .11,Gedung Sekolah
  .12,Kampus
  .13,Pusat Kegiatan Mahasiswa
  .2,Buku
  .3,Perlengkapan Sekolah
426,Keolahragaan
  .1,Cabang Olah Raga
  .2,Sarana 
 .21,Gedung Olah Raga
 .22,Stadion
 .23,Lapangan
 .24,Kolam renang
  .3,"Pesta Olah Raga, Klasifikasi Disini: PON, Porsade, Olimpiade, dsb"
  .4,KONI
427,Kepramukaan Meliputi: Organisasi Dan Kegiatan Remaja
,Klasifikasi Disini: Gelanggang Remaja
428,Kepramukaan 
429,"Pendidikan  Kedinasan Untuk Depdagri, Lihat 890"
430,KEBUDAYAAN
431,Kesenian
    .1,Cabang Kesenian
    .2,Sarana
  .21,Gedung Kesenian
432,Kepurbakalaan
   .1,Museum
   .2,Peninggalan Kuno
  .21,Candi Termasuk Pemugaran
  .22,Benda
433,Sejarah
434,Bahasa
435,"Usaha Pertunjukan, Hiburan, Kesenangan"
436,Kepercayaan
437,-
438,-
439,-
440,KESEHATAN
441,Pembinaan Kesehatan
    .1,Gizi
    .2,Mata
    .3,Jiwa
    .4,Kanker
    .5,Usaha Kegiatan Sekolah (UKS)
    .6,Perawatan
    .7,Penyuluhan Kesehatan Masyarakat (PKM)
    .8,Pekan Imunisasi Nasional
442,Obat-obatan
    .1,Pengadaan
    .2,Penyimpanan
443,Penyakit Menular
    .1,Pencegahan
    .2,Pemberantasan dan Pencegahan
,Penyakit Menular Langsung (P2ML)
  .21,Kusta
  .22,Kelamin
  .23,Frambosia
  .24,TBC / AIDS / HIV
  .3,Epidemiologi dan Karantina (Epidka)
  .31,Kholera
  .32,Imunisasi
  .33,Survailense
  .34,Rabies (Anjing Gila) Antraks
   .4,Pemberantasan & Pencegahan Penyakit Menular Sumber Binatang (P2B)
 .41,Malaria
 .42,Dengue Faemorrhagic Fever (Demam Berdarah HDF)
 .43,Filaria
 .44,Serangga
  .5,Hygiene Sanitasi
 .51,Tempat-tempat Pembuatan Dan Penjualan Makanan dan Minuman (TPPMM)
 .52,Sarana Air Minum Dan Jamban Keluarga (Samijaga)
 .53,Pestisida
444,Gizi
    .1,"Kekurangan Makanan Bahaya Kelaparan, Busung Lapar"
    .2 ,Keracunan Makanan
    .3,Menu Makanan Rakyat
    .4,Badan Perbaikan Gizi Daerah (BPGD)
    .5,Program Makanan Tambahn Anak Sekolah (PMT-AS)
445,"Rumah Sakit, Balai Kesehatan, PUSKESMAS, PUSKESMAS Keliling, Poliklinik"
446,Tenaga Medis
448,Pengobatan Tadisional
    .1,Pijat
    .2,Tusuk Jarum
   .3,Jamu Tradisional
   .4,Dukun / Paranormal
450,AGAMA
451,Islam
  .1,Peribadatan
  .11,Sholat
  .12,Zakat Fitrah
  .13,Puasa
  .14,MTQ
 .2,Rumah Ibadah
 .3,Tokoh Agama
 .4,Pendidikan
 .41,Tinggi
42,Menengah
 .43,Dasar
 .44,Pondok Pesantren
 .45,Gedung Sekolah
 .46,Tenaga Pengajar
 .47,Buku
 .48,Dakwah
 .49,Organisasi / Lembaga Pendidikan
 .5,"Harta Agama Wakaf, Baitulmal, dsb"
 .6,Peradilan
 .7,Organisasi Keagamaan Bukan Politik Majelis Ulama
 .8,Mazhab
452,Protestan
   .1,Peribadatan
   .2,Rumah Ibadah
   .2,"Tokoh Agama, Rohaniawan, Pendeta, Domine"
   .4,Mazhab
   .5,Organisasi Gerejani
453,Katolik
   .1,Peribadatan
   .2,Rumah Ibadah
 .3,"Tokoh Agama, Rohaniawan, Pendeta, Pastor"
 .4,Mazhab
 .5,Organisasi Gerejani
454,Hindu
  .1,Peribadatan
  .2,Rumah Ibadah
  .3,"Tokoh Agama, Rohaniawan"
  .4,Mazhab
  .5,Organisasi Keagamaan 
455,Budha
   .1,Peribadatan
   .2,Rumah Ibadah
   .3,"Tokoh Agama, Rohaniawan"
   .4,Mazhab
   .5,Organisasi Keagamaan 
456,Urusan Haji
  .1,ONH
  .2,Manasik
457,-
458,-
458,-
460,SOSIAL
461,Rehabilitasi Penderita Cacat
   .1,Cacat Maat
   .2,Cacat Tubuh
   .3,Cacat Mental
   .4,Bisul/Tuli
462,Tuna Sosial
   .1,Gelandangan
   .2,Pengemis
   .3,Tuna Susila
   .4,Anak Nakal
463,Kesejahteraan Anak / Keluarga
   .1,Anak Putus Sekolah
   .2,Ibu Teladan
.   3,Anak Asuh
464,Pembinaan Pahlawan
   .1,"Pahlawan Meliputi: Penghargaan Kepada Pahlawan, Tunjangan Kepada Pahlawan Dan Jandanya"
   .2,"Perintis Kemerdekaan Meliputi: Pembinaan, Penghargaan Dan Tunjangan Kepada Perintis"
   .3,Cacat Veteran
465,Kesejahteraan Sosial
  .1 ,Lanjut Usia
  .2,"Korban Kekacauan, Pengungsi, Repatriasi"
466,Sumbangan Sosial
  .1,Korban Bencana
  .2,Pencarian Dana Untuk Sumbangan
  .3,"Meliputi: Penyelenggaraan Undian, Ketangkasan, Bazar, dsb"
  .4,Panti Asuhan
  .5,Panti Jompo
467,Bimbingan Sosial
  .1,"Masyarakat Suku Terasing Meliputi: Bimbingan, Pendidikan, Kesehatan, Pemukiman"
468,PMI
469,Makam
  .1,Umum
  .2,"Pahlawan Meliputi: Penghargaan Kepada Pahlawan, Tunjangan Kpd Pahlawan Dan Jandanya"
  .3,Khusus Keluarga Raja
  .4,Krematorium
470,KEPENDUDUKAN
471,Pendaftaran Penduduk
  .1,Identitas Penduduk
  .11,Biodata
  .12,Nomor Induk Kependudukan
  .13,Kartu Tanda Penduduk
  .14,Kartu Keluarga
  .15,Advokasi Indentitas Penduduk
  .2,Perpindahan Penduduk Dalam Wilayah Indonesia
  .21,Perpindahan Penduduk WNI
  .22,Perpindahan Penduduk WNA Dalam Wilayah Indonesia
  .23,Perpindahan Penduduk WNA dan WNI Tinggal Sementara
  .24,Daerah Terbelakan
  .25,Bedol Desa
  .3,Perpindahan Penduduk Antar Negara
  .31,Penduduk Indonesia Ke Luar Negeri
  .32,Orang Asing Tinggal Sementara
  .33,Orang Asing Tinggal Tetap
  .34,Perpindahan Penduduk Antar Negara Di Wilayah Pembatasan Antar Negara (Pelintas Batas Tradisional)
  .4,Pendaftaran Pengungsi Dan Penduduk Rentan
  .41,Akibat Bencana Alam
  .42,Akibat Kerusuhan Sosial
  .43,Pendaftaran Penduduk Daerah Terbelakang
  .44,Pendaftaran Penduduk Rentan
472,Pencatatan Sipil
  .1,"Kelahiran, Kematian Dan Advokasi"
  .11,Kelahiran
  .12,Kematian
  .13,Advokasi Kelahiran Dan Kematian
  .2,"Perkawinan, Peceraian Dan Advokasi"
  .21,Perkawinan Agama Islam
  .22,Perkawinan Agama Non Islam
  .23,Perceraian Agama Islam
  .24,Perceraian Agama Non Islam
  .25,Advokasi Perkawinan Dan Perceraian
 .3,"Pengangkatan, Pengakuan, Dan Pengesahan Anak Serta Perubahan Dan Pembatalan Akta Dan Advokasi"
,Pengangkatan Anak
 .31,Pengangkatan Anak
 .32,Pengakuan Anak
 .33,Pengesahan Anak
